********************************
*Task test instances (90 tasks)*
********************************

Each line of the file contains the following data:

		ID|SE|RE|WR|LO|TI

Where

		ID = ID of the task.
		SE = SEnsors required by the task.
		RE = REwards of task sensors.
		WR = Working Rates of task sensors.
		LO = LOcation of the task.
		TI = Temporal Information about the task [Priority, Duration, Discovering date, Starting date, Finishing date].

|ID     |SE             |RE             |WR                |LO                      |TI                           |
-------------------------------------------------------------------------------------------------------------------
|Task001|[1.0, 1.0, 1.0]|[1.0, 5.0, 1.0]|[0.30, 0.50, 0.55]|(015.00, 013.00, 000.00)|[09, 01, 00:02, 00:10, 00:18]|
|Task002|[1.0, 1.0, 1.0]|[4.0, 2.0, 1.0]|[0.10, 0.60, 0.45]|(003.00, 009.00, 000.00)|[00, 05, 00:02, 00:08, 00:18]|
|Task003|[1.0, 1.0, 1.0]|[7.0, 6.0, 6.0]|[0.15, 0.30, 0.20]|(013.00, 005.00, 000.00)|[01, 04, 00:02, 00:07, 00:19]|
|Task004|[1.0, 1.0, 1.0]|[4.0, 1.0, 5.0]|[0.85, 0.95, 0.85]|(008.00, 018.00, 000.00)|[07, 03, 00:02, 00:08, 00:18]|
|Task005|[1.0, 1.0, 1.0]|[2.0, 2.0, 3.0]|[0.30, 0.45, 0.60]|(013.00, 005.00, 000.00)|[07, 01, 00:03, 00:10, 00:19]|
|Task006|[1.0, 1.0, 1.0]|[3.0, 6.0, 8.0]|[0.70, 0.65, 0.60]|(005.00, 012.00, 000.00)|[00, 05, 00:03, 00:12, 00:22]|
|Task007|[1.0, 1.0, 1.0]|[9.0, 7.0, 8.0]|[0.40, 0.15, 0.60]|(013.00, 010.00, 000.00)|[04, 04, 00:03, 00:08, 00:19]|
|Task008|[1.0, 1.0, 1.0]|[9.0, 6.0, 5.0]|[0.70, 0.35, 0.95]|(006.00, 007.00, 000.00)|[04, 05, 00:05, 00:14, 00:25]|
|Task009|[1.0, 1.0, 1.0]|[6.0, 1.0, 8.0]|[0.85, 0.60, 0.90]|(009.00, 013.00, 000.00)|[05, 01, 00:06, 00:12, 00:22]|
