********************************
*Task test instances (80 tasks)*
********************************

Each line of the file contains the following data:

		ID|SE|RE|WR|LO|TI

Where

		ID = ID of the task.
		SE = SEnsors required by the task.
		RE = REwards of task sensors.
		WR = Working Rates of task sensors.
		LO = LOcation of the task.
		TI = Temporal Information about the task [Priority, Duration, Discovering date, Starting date, Finishing date].

|ID     |SE             |RE             |WR                |LO                      |TI                           |
-------------------------------------------------------------------------------------------------------------------
|Task001|[1.0, 1.0, 1.0]|[8.0, 7.0, 1.0]|[1.00, 0.05, 0.75]|(008.00, 005.00, 000.00)|[09, 01, 00:00, 00:09, 00:17]|
|Task002|[1.0, 1.0, 1.0]|[4.0, 5.0, 2.0]|[0.70, 0.85, 0.35]|(018.00, 007.00, 000.00)|[05, 04, 00:01, 00:06, 00:18]|
|Task003|[1.0, 1.0, 1.0]|[8.0, 5.0, 7.0]|[0.25, 0.15, 0.60]|(008.00, 003.00, 000.00)|[05, 01, 00:02, 00:11, 00:18]|
|Task004|[1.0, 1.0, 1.0]|[4.0, 2.0, 6.0]|[0.90, 0.50, 0.45]|(013.00, 009.00, 000.00)|[08, 02, 00:03, 00:08, 00:18]|
|Task005|[1.0, 1.0, 1.0]|[5.0, 8.0, 2.0]|[0.95, 0.50, 0.40]|(004.00, 001.00, 000.00)|[00, 04, 00:05, 00:10, 00:21]|
|Task006|[1.0, 1.0, 1.0]|[3.0, 7.0, 6.0]|[0.25, 0.90, 0.30]|(000.00, 002.00, 000.00)|[00, 01, 00:08, 00:17, 00:24]|
|Task007|[1.0, 1.0, 1.0]|[5.0, 9.0, 4.0]|[0.85, 0.60, 0.40]|(013.00, 000.00, 000.00)|[08, 03, 00:08, 00:16, 00:24]|
|Task008|[1.0, 1.0, 1.0]|[4.0, 4.0, 5.0]|[1.00, 0.20, 0.35]|(006.00, 011.00, 000.00)|[02, 05, 00:09, 00:16, 00:29]|
|Task009|[1.0, 1.0, 1.0]|[7.0, 3.0, 8.0]|[0.30, 1.00, 0.95]|(010.00, 004.00, 000.00)|[04, 03, 00:09, 00:14, 00:26]|
|Task010|[1.0, 1.0, 1.0]|[2.0, 7.0, 9.0]|[0.30, 0.60, 0.90]|(003.00, 008.00, 000.00)|[07, 02, 00:09, 00:15, 00:26]|
|Task011|[1.0, 1.0, 1.0]|[9.0, 6.0, 8.0]|[0.95, 0.95, 0.50]|(009.00, 016.00, 000.00)|[03, 04, 00:09, 00:15, 00:27]|
|Task012|[1.0, 1.0, 1.0]|[7.0, 1.0, 4.0]|[0.85, 0.70, 0.65]|(005.00, 000.00, 000.00)|[04, 03, 00:10, 00:18, 00:29]|
|Task013|[1.0, 1.0, 1.0]|[6.0, 2.0, 7.0]|[0.70, 0.75, 0.90]|(018.00, 004.00, 000.00)|[03, 01, 00:10, 00:18, 00:26]|
|Task014|[1.0, 1.0, 1.0]|[2.0, 1.0, 9.0]|[0.85, 0.20, 0.25]|(017.00, 003.00, 000.00)|[02, 04, 00:10, 00:19, 00:32]|
|Task015|[1.0, 1.0, 1.0]|[8.0, 4.0, 4.0]|[0.10, 0.15, 1.00]|(009.00, 016.00, 000.00)|[08, 04, 00:12, 00:18, 00:27]|
