********************************
*Task test instances (70 tasks)*
********************************

Each line of the file contains the following data:

		ID|SE|RE|WR|LO|TI

Where

		ID = ID of the task.
		SE = SEnsors required by the task.
		RE = REwards of task sensors.
		WR = Working Rates of task sensors.
		LO = LOcation of the task.
		TI = Temporal Information about the task [Priority, Duration, Discovering date, Starting date, Finishing date].

|ID     |SE             |RE             |WR                |LO                      |TI                           |
-------------------------------------------------------------------------------------------------------------------
|Task001|[1.0, 1.0, 1.0]|[9.0, 7.0, 2.0]|[0.50, 0.90, 0.25]|(005.00, 002.00, 000.00)|[00, 01, 00:00, 00:07, 00:15]|
|Task002|[1.0, 1.0, 1.0]|[5.0, 5.0, 9.0]|[0.50, 1.00, 1.00]|(006.00, 019.00, 000.00)|[09, 03, 00:00, 00:05, 00:16]|
|Task003|[1.0, 1.0, 1.0]|[1.0, 2.0, 3.0]|[0.75, 0.30, 0.20]|(009.00, 018.00, 000.00)|[04, 02, 00:00, 00:06, 00:13]|
|Task004|[1.0, 1.0, 1.0]|[3.0, 2.0, 6.0]|[0.10, 0.70, 0.95]|(004.00, 011.00, 000.00)|[09, 03, 00:00, 00:09, 00:17]|
|Task005|[1.0, 1.0, 1.0]|[2.0, 4.0, 1.0]|[0.15, 0.60, 0.85]|(004.00, 016.00, 000.00)|[01, 02, 00:01, 00:06, 00:16]|
|Task006|[1.0, 1.0, 1.0]|[7.0, 8.0, 4.0]|[0.40, 0.45, 0.45]|(014.00, 004.00, 000.00)|[03, 05, 00:01, 00:07, 00:20]|
|Task007|[1.0, 1.0, 1.0]|[1.0, 2.0, 9.0]|[0.55, 1.00, 0.50]|(009.00, 007.00, 000.00)|[01, 04, 00:02, 00:09, 00:18]|
|Task008|[1.0, 1.0, 1.0]|[8.0, 3.0, 6.0]|[0.15, 0.25, 0.45]|(000.00, 015.00, 000.00)|[01, 01, 00:02, 00:08, 00:14]|
|Task009|[1.0, 1.0, 1.0]|[7.0, 1.0, 2.0]|[0.05, 0.50, 0.40]|(009.00, 013.00, 000.00)|[08, 02, 00:02, 00:08, 00:17]|
|Task010|[1.0, 1.0, 1.0]|[9.0, 1.0, 7.0]|[0.80, 0.60, 0.65]|(002.00, 011.00, 000.00)|[01, 04, 00:02, 00:08, 00:17]|
|Task011|[1.0, 1.0, 1.0]|[7.0, 2.0, 9.0]|[0.50, 0.40, 0.95]|(001.00, 017.00, 000.00)|[01, 02, 00:03, 00:09, 00:20]|
|Task012|[1.0, 1.0, 1.0]|[1.0, 4.0, 9.0]|[1.00, 0.95, 1.00]|(004.00, 018.00, 000.00)|[05, 03, 00:04, 00:12, 00:24]|
